municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_724301,cnae_724302,cnae_729403,cnae_729404,cnae_1510600,cnae_1610205,cnae_2019399,cnae_2312500,cnae_2449199,cnae_2610800
BARAO DO TRIUNFO,430175,Arsênio,RS,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARBACENA,310560,Arsênio,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,1
BARBOSA FERRAZ,410250,Arsênio,PR,90,1,46,41,2,0,2,0.02247191011235955,0,0,0,0,0,0,0,0,0,0,0
BARRA BONITA,420209,Arsênio,SC,24,1,7,14,2,0,2,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0
BARRA DO CHAPEU,350535,Arsênio,SP,39,3,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO CHOCA,290290,Arsênio,BA,19,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO GUARITA,430185,Arsênio,RS,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO JACARE,410270,Arsênio,PR,20,0,6,13,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0
BARRA DO QUARAI,430187,Arsênio,RS,27,0,11,10,6,0,6,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0
BARRA DO RIBEIRO,430190,Arsênio,RS,78,2,74,1,0,1,1,0.013157894736842105,0.013157894736842105,0,0,0,0,0,0,0,0,0,0
BARRA DO ROCHA,290310,Arsênio,BA,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO TURVO,350540,Arsênio,SP,18,0,7,10,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0
BARRA LONGA,310570,Arsênio,MG,22,4,12,2,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0
BARRA VELHA,420210,Arsênio,SC,17,0,1,15,1,0,1,0.058823529411764705,0,0,0,0,0,0,1,0,0,0,0
BARRACAO,430180,Arsênio,RS,40,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARREIRAS,290320,Arsênio,BA,31,17,1,13,0,0,0,0,0,3,0,0,0,2,1,0,0,1,0
BARRO ALTO,520320,Arsênio,GO,27,5,13,5,4,0,4,0.18181818181818182,0,3,0,0,0,0,0,0,0,0,0
BARROS CASSAL,430200,Arsênio,RS,48,0,45,2,1,0,1,0.020833333333333332,0,0,0,0,0,0,0,0,0,0,0
BARROSO,310590,Arsênio,MG,20,20,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
BARUERI,350570,Arsênio,SP,20,0,5,14,1,0,1,0.05,0,8,0,0,0,2,0,5,2,1,15
BASTOS,350580,Arsênio,SP,45,12,5,24,4,0,4,0.12121212121212122,0,0,0,0,0,0,0,0,0,0,0
BATAGUASSU,500190,Arsênio,MS,42,0,20,12,10,0,10,0.23809523809523808,0,0,0,0,0,1,0,0,0,0,1
BATAYPORA,500200,Arsênio,MS,14,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELA VISTA DA CAROBA,410275,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELA VISTA DE GOIAS,520330,Arsênio,GO,102,4,36,17,45,0,45,0.45918367346938777,0,0,0,0,0,0,0,0,0,0,0
BELA VISTA DO PARAISO,410280,Arsênio,PR,34,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELA VISTA DO TOLDO,420213,Arsênio,SC,43,0,12,20,11,0,11,0.2558139534883721,0,0,0,0,0,0,0,0,0,0,0
BELMONTE,290340,Arsênio,BA,12,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELO HORIZONTE,310620,Arsênio,MG,62,39,23,0,0,0,0,0,0,111,1,3,15,14,0,5,3,6,81
BELO VALE,310640,Arsênio,MG,20,16,2,0,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0
BENEDITO NOVO,420220,Arsênio,SC,65,2,6,51,6,0,6,0.09523809523809523,0,1,0,0,0,0,0,0,0,0,0
BENTO DE ABREU,350620,Arsênio,SP,19,6,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BENTO GONCALVES,430210,Arsênio,RS,53,6,41,5,1,0,1,0.02127659574468085,0,0,0,0,0,7,0,0,2,2,5
BERILO,310650,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
BERIZAL,310665,Arsênio,MG,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERTIOGA,350635,Arsênio,SP,113,0,45,66,2,0,2,0.017699115044247787,0,0,0,0,0,0,0,0,0,0,0
BETIM,310670,Arsênio,MG,25,12,11,2,0,0,0,0,0,1,0,0,0,3,0,3,0,3,5
BIGUACU,420230,Arsênio,SC,12,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
BIQUINHAS,310700,Arsênio,MG,12,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRITIBA-MIRIM,350660,Arsênio,SP,72,12,18,30,11,1,12,0.2,0.016666666666666666,0,0,0,0,0,0,0,0,0,1
BIRITINGA,290360,Arsênio,BA,16,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BITURUNA,410290,Arsênio,PR,51,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA ESPERANCA,410300,Arsênio,PR,32,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA ESPERANCA DO IGUACU,410302,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA NOVA,290370,Arsênio,BA,13,7,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BOA VISTA,140010,Arsênio,RR,1,0,1,0,0,0,0,0,0,33,1,0,1,5,0,0,0,1,2
BOA VISTA DA APARECIDA,410305,Arsênio,PR,34,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA VISTA DO BURICA,430220,Arsênio,RS,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA VISTA DO TUPIM,290380,Arsênio,BA,48,29,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOCAINA,350680,Arsênio,SP,71,9,20,40,2,0,2,0.03225806451612903,0,0,0,0,0,81,0,0,0,0,0
BOCAINA DO SUL,420243,Arsênio,SC,26,2,1,16,6,1,7,0.2916666666666667,0.041666666666666664,0,0,0,0,0,1,0,0,0,0
BOCAIUVA DO SUL,410310,Arsênio,PR,20,2,10,1,7,0,7,0.3888888888888889,0,0,0,0,1,0,3,0,0,0,0
BODOQUENA,500215,Arsênio,MS,20,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOFETE,350690,Arsênio,SP,76,20,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOITUVA,350700,Arsênio,SP,20,0,7,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
BOM JARDIM,330050,Arsênio,RJ,6,2,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0
BOM JARDIM DA SERRA,420250,Arsênio,SC,30,0,1,23,6,0,6,0.2,0,0,0,0,0,0,0,0,0,0,0
BOM JARDIM DE MINAS,310750,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
BOM JESUS,420253,Arsênio,SC,17,2,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM JESUS,430230,Arsênio,RS,54,0,53,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
BOM JESUS DE GOIAS,520350,Arsênio,GO,24,6,10,5,3,0,3,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0
BOM JESUS DO AMPARO,310770,Arsênio,MG,18,13,0,3,2,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0
BOM JESUS DO GALHO,310780,Arsênio,MG,4,0,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0
BOM JESUS DO OESTE,420257,Arsênio,SC,21,2,6,12,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0
BOM JESUS DO SUL,410315,Arsênio,PR,20,6,0,4,10,0,10,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0
BOM PROGRESSO,430237,Arsênio,RS,9,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM REPOUSO,310790,Arsênio,MG,18,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM RETIRO,420260,Arsênio,SC,38,3,2,24,9,0,9,0.2571428571428571,0,0,0,0,1,0,0,0,0,0,0
BOM RETIRO DO SUL,430240,Arsênio,RS,23,0,23,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
BOM SUCESSO,410320,Arsênio,PR,16,0,10,4,2,0,2,0.125,0,0,0,0,0,0,0,0,0,0,0
BOM SUCESSO DE ITARARE,350715,Arsênio,SP,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM SUCESSO DO SUL,410322,Arsênio,PR,25,0,15,0,10,0,10,0.4,0,0,0,0,0,0,0,0,0,0,0
BONFIM,310810,Arsênio,MG,17,11,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BONFINOPOLIS,520355,Arsênio,GO,4,2,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0
BONFINOPOLIS DE MINAS,310820,Arsênio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
BONINAL,290400,Arsênio,BA,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONITO,290405,Arsênio,BA,11,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONITO,500220,Arsênio,MS,21,0,20,0,1,0,1,0.047619047619047616,0,1,0,0,0,0,0,0,0,0,0
BONITO DE MINAS,310825,Arsênio,MG,13,12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BONOPOLIS,520357,Arsênio,GO,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOQUEIRAO DO LEAO,430245,Arsênio,RS,20,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOQUIM,280067,Arsênio,SE,19,3,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BORA,350720,Arsênio,SP,8,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BORACEIA,350730,Arsênio,SP,17,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BORDA DA MATA,310830,Arsênio,MG,6,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
BORRAZOPOLIS,410330,Arsênio,PR,30,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOSSOROCA,430250,Arsênio,RS,36,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTELHOS,310840,Arsênio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
BOTUCATU,350750,Arsênio,SP,160,57,41,61,1,0,1,0.009708737864077669,0,0,0,0,0,4,0,2,0,0,1
BOTUVERA,420270,Arsênio,SC,9,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRACO DO NORTE,420280,Arsênio,SC,16,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRAGA,430260,Arsênio,RS,40,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAGANCA PAULISTA,350760,Arsênio,SP,48,0,18,26,4,0,4,0.08333333333333333,0,0,0,0,0,1,0,1,0,2,6
BRAGANEY,410335,Arsênio,PR,36,0,11,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BRASILANDIA,500230,Arsênio,MS,28,0,14,7,7,0,7,0.25,0,0,0,0,0,0,0,0,0,0,0
BRASILANDIA DO SUL,410337,Arsênio,PR,20,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRASILIA DE MINAS,310860,Arsênio,MG,13,13,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0
BRAZABRANTES,520360,Arsênio,GO,39,4,18,9,8,0,8,0.22857142857142856,0,0,0,0,0,0,0,0,0,0,0
BRAZLANDIA,530010,Arsênio,DF,52,2,11,38,1,0,1,0.02,0,92,4,1,9,5,0,3,0,4,17
BRAZOPOLIS,310890,Arsênio,MG,18,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BREJO ALEGRE,350775,Arsênio,SP,13,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREJO GRANDE,280070,Arsênio,SE,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BREJOES,290430,Arsênio,BA,9,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRITANIA,520380,Arsênio,GO,12,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROTAS DE MACAUBAS,290450,Arsênio,BA,10,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BRUMADINHO,310900,Arsênio,MG,40,37,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
BRUMADO,290460,Arsênio,BA,12,12,0,0,0,0,0,NA,NA,1,0,0,1,1,0,0,0,0,0
BUENO BRANDAO,310910,Arsênio,MG,20,16,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BUENOPOLIS,310920,Arsênio,MG,11,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURI,350800,Arsênio,SP,12,8,0,3,1,0,1,0.25,0,0,0,0,0,1,0,0,0,0,0
BURITI ALEGRE,520390,Arsênio,GO,28,8,12,7,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0
BURITI DO TOCANTINS,170380,Arsênio,TO,15,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURITINOPOLIS,520396,Arsênio,GO,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURITIS,310930,Arsênio,MG,11,11,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0
BURITIZAL,350820,Arsênio,SP,22,1,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTIA,430270,Arsênio,RS,12,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CAARAPO,500240,Arsênio,MS,51,1,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAATIBA,290480,Arsênio,BA,8,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CABACEIRAS DO PARAGUACU,290485,Arsênio,BA,31,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABECEIRAS,520400,Arsênio,GO,3,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
CABO FRIO,330070,Arsênio,RJ,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,1,0,1
CABO VERDE,310950,Arsênio,MG,27,27,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
CABREUVA,350840,Arsênio,SP,49,0,24,23,2,0,2,0.04081632653061224,0,0,0,0,0,0,0,0,0,1,3
CACADOR,420300,Arsênio,SC,27,2,0,18,7,0,7,0.28,0,0,0,0,0,1,0,0,0,0,1
CACAPAVA,350850,Arsênio,SP,196,50,28,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CACAPAVA DO SUL,430280,Arsênio,RS,47,4,40,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
CACEQUI,430290,Arsênio,RS,29,1,17,10,1,0,1,0.03571428571428571,0,0,0,0,0,0,0,0,0,0,0
CACHOEIRA,290490,Arsênio,BA,37,23,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CACHOEIRA ALTA,520410,Arsênio,GO,24,9,6,5,4,0,4,0.26666666666666666,0,0,0,0,0,0,0,0,0,0,0
CACHOEIRA DE MINAS,310970,Arsênio,MG,12,4,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CACHOEIRA DE PAJEU,310270,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
CACHOEIRA DO SUL,430300,Arsênio,RS,31,11,19,0,1,0,1,0.05,0,1,0,0,0,1,0,0,0,0,0
CACHOEIRA DOURADA,520425,Arsênio,GO,28,1,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACHOEIRA PAULISTA,350860,Arsênio,SP,17,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACHOEIRINHA,430310,Arsênio,RS,28,0,27,1,0,0,0,0,0,0,0,0,1,3,0,1,0,10,16
CACIQUE DOBLE,430320,Arsênio,RS,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACU,520430,Arsênio,GO,16,3,2,7,4,0,4,0.3076923076923077,0,0,0,0,0,0,0,0,0,0,0
CACULE,290500,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
CAEM,290510,Arsênio,BA,1,1,0,0,0,0,0,NA,NA,0,2,0,0,0,0,0,0,0,0
CAETANOPOLIS,310990,Arsênio,MG,23,4,5,12,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0
CAETANOS,290515,Arsênio,BA,8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAETITE,290520,Arsênio,BA,10,10,0,0,0,0,0,NA,NA,1,2,0,1,2,0,0,0,0,0
CAFEARA,410340,Arsênio,PR,20,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAFELANDIA,410345,Arsênio,PR,42,2,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAFEZAL DO SUL,410347,Arsênio,PR,59,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIABU,350890,Arsênio,SP,40,3,7,23,7,0,7,0.1891891891891892,0,0,0,0,0,0,0,0,0,0,0
CAIANA,311010,Arsênio,MG,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIAPONIA,520440,Arsênio,GO,36,8,14,8,6,0,6,0.21428571428571427,0,0,0,0,0,0,0,0,0,0,0
CAIBATE,430330,Arsênio,RS,24,2,18,3,0,1,1,0.045454545454545456,0.045454545454545456,0,0,0,0,0,0,0,0,0,0
CAIBI,420310,Arsênio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIRU,290540,Arsênio,BA,31,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAJAMAR,350920,Arsênio,SP,69,1,24,21,23,0,23,0.3382352941176471,0,0,0,0,0,0,0,1,0,3,0
CAJATI,350925,Arsênio,SP,73,3,29,38,3,0,3,0.04285714285714286,0,0,0,0,0,1,0,2,0,0,1
CAJURU,350940,Arsênio,SP,29,5,8,14,2,0,2,0.08333333333333333,0,0,0,0,0,0,1,0,0,0,0
CALDAS,311030,Arsênio,MG,18,9,0,9,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0
CALDAZINHA,520455,Arsênio,GO,28,3,15,5,5,0,5,0.2,0,0,0,0,0,0,0,0,0,0,0
CALIFORNIA,410350,Arsênio,PR,30,0,16,10,4,0,4,0.13333333333333333,0,0,0,0,0,2,0,0,0,2,0
CALMON,420315,Arsênio,SC,18,0,5,11,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0
CAMACAN,290560,Arsênio,BA,29,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMACARI,290570,Arsênio,BA,111,84,0,27,0,0,0,0,0,4,0,0,1,3,0,8,2,5,0
CAMACHO,311040,Arsênio,MG,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMAMU,290580,Arsênio,BA,23,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMANDUCAIA,311050,Arsênio,MG,38,24,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CAMAPUA,500260,Arsênio,MS,44,2,27,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CAMAQUA,430350,Arsênio,RS,20,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CAMBARA,410360,Arsênio,PR,34,0,12,21,1,0,1,0.029411764705882353,0,0,0,0,0,1,0,0,0,0,0
CAMBARA DO SUL,430360,Arsênio,RS,45,9,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMBE,410370,Arsênio,PR,28,0,14,14,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0
CAMBIRA,410380,Arsênio,PR,24,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMBUCI,330090,Arsênio,RJ,4,0,0,1,3,0,3,0.75,0,0,0,0,0,0,0,0,0,0,0
CAMPANARIO,311080,Arsênio,MG,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
CAMPANHA,311090,Arsênio,MG,17,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPESTRE,311100,Arsênio,MG,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPESTRE DA SERRA,430367,Arsênio,RS,22,0,20,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CAMPESTRE DE GOIAS,520460,Arsênio,GO,19,3,9,6,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0
CAMPINA DA LAGOA,410390,Arsênio,PR,89,0,45,43,1,0,1,0.011235955056179775,0,0,0,0,1,0,0,0,0,0,0
CAMPINA DAS MISSOES,430370,Arsênio,RS,32,0,21,0,5,6,11,0.34375,0.1875,0,0,0,0,2,0,0,0,0,0
CAMPINA DO SIMAO,410395,Arsênio,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPINA GRANDE DO SUL,410400,Arsênio,PR,81,10,46,22,3,0,3,0.04225352112676056,0,0,0,0,0,0,0,1,0,0,0
CAMPINA VERDE,311110,Arsênio,MG,45,30,4,0,10,1,11,0.7333333333333333,0.06666666666666667,0,0,0,0,1,0,0,0,0,0
CAMPINAS DO SUL,430380,Arsênio,RS,75,2,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPINORTE,520470,Arsênio,GO,5,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
CAMPO ALEGRE DE GOIAS,520480,Arsênio,GO,16,2,3,3,8,0,8,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0
CAMPO AZUL,311115,Arsênio,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
CAMPO BELO DO SUL,420340,Arsênio,SC,23,0,6,16,1,0,1,0.043478260869565216,0,0,0,0,0,1,0,0,0,0,0
CAMPO BOM,430390,Arsênio,RS,29,3,25,0,0,1,1,0.038461538461538464,0.038461538461538464,0,0,0,0,32,0,1,2,2,2
CAMPO BONITO,410405,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO DO TENENTE,410410,Arsênio,PR,60,5,26,7,22,0,22,0.4,0,0,0,0,0,1,0,0,0,0,0
CAMPO ERE,420350,Arsênio,SC,19,0,2,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CAMPO FLORIDO,311140,Arsênio,MG,6,4,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO FORMOSO,290600,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,4,0,0,3,0,0,0,0,0,0
CAMPO LARGO,410420,Arsênio,PR,86,1,55,30,0,0,0,0,0,17,0,0,0,1,1,0,0,0,5
CAMPO LIMPO DE GOIAS,520485,Arsênio,GO,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO LIMPO PAULISTA,350960,Arsênio,SP,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CAMPO MAGRO,410425,Arsênio,PR,56,2,40,8,6,0,6,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0
CAMPO MOURAO,410430,Arsênio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,7,0,0,0,1,7
CAMPO NOVO,430400,Arsênio,RS,35,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPOS ALTOS,311150,Arsênio,MG,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPOS BELOS,520490,Arsênio,GO,15,3,5,3,3,1,4,0.3333333333333333,0.08333333333333333,1,0,0,0,0,0,0,0,0,0
CAMPOS BORGES,430410,Arsênio,RS,23,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPOS DO JORDAO,350970,Arsênio,SP,23,6,3,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CAMPOS GERAIS,311160,Arsênio,MG,26,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPOS LINDOS,170384,Arsênio,TO,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPOS VERDES,520495,Arsênio,GO,6,1,1,3,1,0,1,0.2,0,14,1,0,0,0,0,0,0,0,0
CANAA,311170,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
CANANEIA,350990,Arsênio,SP,44,8,22,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CANAPOLIS,311180,Arsênio,MG,19,11,4,0,4,0,4,0.5,0,0,0,0,0,0,0,0,0,0,0
CANAS,350995,Arsênio,SP,19,1,2,15,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0
CANAVIEIRAS,290630,Arsênio,BA,12,6,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CANDEIAS,290650,Arsênio,BA,33,23,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
CANDELARIA,430420,Arsênio,RS,33,0,30,1,1,1,2,0.06060606060606061,0.030303030303030304,0,0,0,0,0,0,0,0,1,2
CANDIDO DE ABREU,410440,Arsênio,PR,52,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANDIDO GODOI,430430,Arsênio,RS,49,2,45,1,0,1,1,0.02127659574468085,0.02127659574468085,0,0,0,0,0,0,0,0,1,0
CANDIDO RODRIGUES,351010,Arsênio,SP,17,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANDIDO SALES,290670,Arsênio,BA,8,5,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
CANDOI,410442,Arsênio,PR,49,0,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANELA,430440,Arsênio,RS,70,0,70,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
CANGUCU,430450,Arsênio,RS,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANINDE DE SAO FRANCISCO,280120,Arsênio,SE,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
CANOAS,430460,Arsênio,RS,53,4,49,0,0,0,0,0,0,1,0,0,0,1,0,2,3,7,28
