municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_2019399,cnae_2093200,cnae_2522500,cnae_2539002,cnae_2721000
ESTEIO,430770,Cádmio,RS,28,4,23,1,0,0,0,0,0,0,0,0,2,0,5,0
ESTIVA,312450,Cádmio,MG,13,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0
ESTRELA,430780,Cádmio,RS,149,23,125,1,0,0,0,0,0,0,0,0,1,3,1,1
ESTRELA D'OESTE,351520,Cádmio,SP,41,11,1,28,1,0,1,0.03333333333333333,0,0,0,0,0,0,0,0
ESTRELA DO NORTE,351530,Cádmio,SP,25,3,6,16,0,0,0,0,0,0,0,0,0,0,0,0
ESTRELA DO NORTE,520750,Cádmio,GO,6,2,1,1,2,0,2,0.5,0,0,0,0,0,0,0,0
ESTRELA DO SUL,312480,Cádmio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
EUCLIDES DA CUNHA,291070,Cádmio,BA,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0
EUCLIDES DA CUNHA PAULISTA,351535,Cádmio,SP,48,8,8,31,1,0,1,0.025,0,0,0,0,0,0,0,0
EUNAPOLIS,291072,Cádmio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,2,0
EXTREMA,312510,Cádmio,MG,15,8,0,7,0,0,0,0,0,0,0,2,0,0,2,2
FAGUNDES VARELA,430786,Cádmio,RS,36,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0
FARIA LEMOS,312530,Cádmio,MG,5,0,2,0,3,0,3,0.6,0,0,0,0,0,0,0,0
FAROL,410755,Cádmio,PR,16,0,10,3,3,0,3,0.1875,0,0,0,0,0,0,0,0
FARROUPILHA,430790,Cádmio,RS,93,0,92,0,0,1,1,0.010752688172043012,0.010752688172043012,0,0,0,1,0,4,0
FARTURA,351540,Cádmio,SP,21,2,0,17,2,0,2,0.10526315789473684,0,0,0,0,0,0,1,0
FATIMA,291075,Cádmio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
FATIMA DO SUL,500380,Cádmio,MS,44,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0
FAXINAL,410760,Cádmio,PR,21,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0
FAXINAL DO SOTURNO,430800,Cádmio,RS,38,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0
FAXINAL DOS GUEDES,420530,Cádmio,SC,28,0,3,24,1,0,1,0.03571428571428571,0,0,0,0,0,1,0,0
FAXINALZINHO,430805,Cádmio,RS,31,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
FAZENDA NOVA,520760,Cádmio,GO,13,7,2,1,3,0,3,0.5,0,0,1,0,0,0,0,0
FAZENDA RIO GRANDE,410765,Cádmio,PR,35,0,16,18,1,0,1,0.02857142857142857,0,0,0,0,1,0,5,0
FEIRA DE SANTANA,291080,Cádmio,BA,10,4,0,6,0,0,0,0,0,1,2,2,5,0,5,1
FELISBURGO,312560,Cádmio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
FELIXLANDIA,312570,Cádmio,MG,45,18,6,21,0,0,0,0,0,0,0,0,0,0,0,0
FELIZ,430810,Cádmio,RS,393,39,349,5,0,0,0,0,0,0,0,0,0,0,3,0
FENIX,410770,Cádmio,PR,17,2,10,4,1,0,1,0.06666666666666667,0,0,0,0,0,0,0,0
FERCAL,530010,Cádmio,DF,26,0,14,11,1,0,1,0.038461538461538464,0,9,2,3,2,0,26,1
FERNANDES PINHEIRO,410773,Cádmio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDES TOURINHO,312580,Cádmio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0
FERNANDO PRESTES,351560,Cádmio,SP,38,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDOPOLIS,351550,Cádmio,SP,42,12,3,27,0,0,0,0,0,0,0,0,1,0,1,0
FERNAO,351565,Cádmio,SP,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
FIGUEIRA,410775,Cádmio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,1,0
FIGUEIRAO,500390,Cádmio,MS,13,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0
FIGUEIROPOLIS,170765,Cádmio,TO,25,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0
FILADELFIA,170770,Cádmio,TO,10,0,7,2,1,0,1,0.1,0,0,0,0,0,0,0,0
FIRMINO ALVES,291090,Cádmio,BA,11,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0
FIRMINOPOLIS,520780,Cádmio,GO,30,7,14,5,4,0,4,0.17391304347826086,0,0,0,0,0,0,0,0
FLOR DA SERRA DO SUL,410785,Cádmio,PR,42,0,23,18,1,0,1,0.023809523809523808,0,0,0,0,0,0,0,0
FLORA RICA,351580,Cádmio,SP,17,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0
FLORAI,410780,Cádmio,PR,40,0,20,0,20,0,20,0.5,0,0,0,0,0,0,0,0
FLOREAL,351590,Cádmio,SP,23,6,2,14,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0
FLORES DA CUNHA,430820,Cádmio,RS,370,0,370,0,0,0,0,0,0,0,0,1,2,0,9,0
FLORESTA,410790,Cádmio,PR,21,0,13,8,0,0,0,0,0,0,0,0,0,1,0,0
FLORESTA AZUL,291100,Cádmio,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0
FLORESTAL,312600,Cádmio,MG,17,9,0,0,8,0,8,1,0,0,0,0,0,0,0,0
FLORESTOPOLIS,410800,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
FLORIANOPOLIS,420540,Cádmio,SC,41,0,10,31,0,0,0,0,0,1,0,1,3,0,6,0
FLORIDA PAULISTA,351600,Cádmio,SP,60,17,13,30,0,0,0,0,0,0,0,0,0,0,0,0
FLORINIA,351610,Cádmio,SP,14,0,4,9,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0
FONTOURA XAVIER,430830,Cádmio,RS,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMIGUEIRO,430840,Cádmio,RS,36,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSA,520800,Cádmio,GO,55,5,26,14,9,1,10,0.2,0.02,0,0,0,0,0,2,0
FORMOSA DO OESTE,410820,Cádmio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSA DO RIO PRETO,291110,Cádmio,BA,15,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSA DO SUL,420543,Cádmio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSO,312620,Cádmio,MG,27,17,0,2,8,0,8,0.8,0,0,0,0,0,0,0,0
FORMOSO,520810,Cádmio,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
FORMOSO DO ARAGUAIA,170820,Cádmio,TO,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0
FORTALEZA,230440,Cádmio,CE,16,2,0,12,2,0,2,0.14285714285714285,0,4,0,3,20,6,28,7
FORTALEZA DE MINAS,312630,Cádmio,MG,24,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0
FORTALEZA DOS VALOS,430845,Cádmio,RS,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
FOZ DO IGUACU,410830,Cádmio,PR,58,0,30,26,2,0,2,0.034482758620689655,0,0,0,0,0,0,3,0
FOZ DO JORDAO,410845,Cádmio,PR,28,0,16,10,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0
FRANCA,351620,Cádmio,SP,18,2,4,12,0,0,0,0,0,0,0,5,8,0,6,0
FRANCISCO ALVES,410832,Cádmio,PR,58,0,30,26,2,0,2,0.034482758620689655,0,0,0,0,0,0,0,0
FRANCISCO BADARO,312650,Cádmio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
FRANCISCO BELTRAO,410840,Cádmio,PR,56,0,26,30,0,0,0,0,0,1,0,0,0,0,4,0
FRANCISCO DUMONT,312660,Cádmio,MG,18,4,2,5,7,0,7,0.5,0,0,0,0,0,0,0,0
FRANCISCOPOLIS,312675,Cádmio,MG,15,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0
FREDERICO WESTPHALEN,430850,Cádmio,RS,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
FUNDAO,320220,Cádmio,ES,10,0,0,9,1,0,1,0.1,0,0,0,0,0,0,0,0
FUNILANDIA,312720,Cádmio,MG,10,0,0,1,9,0,9,0.9,0,0,0,0,0,0,0,0
GABRIEL MONTEIRO,351650,Cádmio,SP,21,3,7,10,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0
GALIA,351660,Cádmio,SP,20,4,0,15,1,0,1,0.0625,0,0,0,0,0,0,0,0
GALVAO,420560,Cádmio,SC,33,2,4,27,0,0,0,0,0,0,0,0,0,0,0,0
GAMA,530010,Cádmio,DF,50,0,18,28,4,0,4,0.08,0,9,2,3,2,0,26,1
GAMELEIRA DE GOIAS,520815,Cádmio,GO,8,4,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0
GANDU,291120,Cádmio,BA,13,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
GARANHUNS,260600,Cádmio,PE,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0
GARARU,280240,Cádmio,SE,17,8,0,5,0,4,4,0.4444444444444444,0.4444444444444444,0,0,0,0,0,0,0
GARIBALDI,430860,Cádmio,RS,186,0,183,3,0,0,0,0,0,0,0,0,0,0,7,0
GAROPABA,420570,Cádmio,SC,117,2,25,88,2,0,2,0.017391304347826087,0,0,0,0,0,0,0,0
GASTAO VIDIGAL,351680,Cádmio,SP,23,5,1,16,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0
GAURAMA,430870,Cádmio,RS,32,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0
GAVIAO,291125,Cádmio,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL CAMARA,430880,Cádmio,RS,48,0,46,1,1,0,1,0.020833333333333332,0,0,0,0,0,0,0,0
GENERAL CARNEIRO,410850,Cádmio,PR,53,0,26,27,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL SALGADO,351690,Cádmio,SP,69,6,6,56,1,0,1,0.015873015873015872,0,0,0,0,0,0,0,0
GENTIO DO OURO,291130,Cádmio,BA,11,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0
GETULIO VARGAS,430890,Cádmio,RS,55,2,52,1,0,0,0,0,0,1,0,0,0,0,0,0
GIRUA,430900,Cádmio,RS,73,3,66,4,0,0,0,0,0,0,0,0,1,0,0,0
GLICERIO,351710,Cádmio,SP,64,3,4,57,0,0,0,0,0,0,0,0,0,0,0,0
GLORIA,291140,Cádmio,BA,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
GLORINHA,430905,Cádmio,RS,28,2,22,4,0,0,0,0,0,0,0,0,0,0,0,0
GODOY MOREIRA,410855,Cádmio,PR,27,0,14,11,2,0,2,0.07407407407407407,0,0,0,0,0,0,0,0
GOIANAPOLIS,520840,Cádmio,GO,14,7,2,1,2,2,4,0.5714285714285714,0.2857142857142857,0,1,0,0,0,0,0
GOIANESIA,520860,Cádmio,GO,23,5,14,3,1,0,1,0.05555555555555555,0,0,0,0,0,0,8,0
GOIANIA,520870,Cádmio,GO,63,28,10,15,10,0,10,0.2857142857142857,0,6,3,2,7,3,52,2
GOIAS,520890,Cádmio,GO,36,5,15,10,5,1,6,0.1935483870967742,0.03225806451612903,0,0,0,0,0,0,0
GOIATINS,170900,Cádmio,TO,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
GOIATUBA,520910,Cádmio,GO,79,25,41,4,9,0,9,0.16666666666666666,0,0,0,0,0,0,0,0
GOIOERE,410860,Cádmio,PR,35,0,19,12,4,0,4,0.11428571428571428,0,0,0,0,0,0,0,0
GOIOXIM,410865,Cádmio,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0
GONCALVES,312740,Cádmio,MG,12,4,0,8,0,0,0,0,0,0,0,0,1,0,0,0
GONGOGI,291150,Cádmio,BA,13,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0
GOUVEIA,312760,Cádmio,MG,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GOUVELANDIA,520915,Cádmio,GO,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
GRAMADO,430910,Cádmio,RS,74,0,74,0,0,0,0,0,0,0,0,0,0,0,1,0
GRANDES RIOS,410870,Cádmio,PR,49,0,30,19,0,0,0,0,0,0,0,0,0,0,0,0
GRAO MOGOL,312780,Cádmio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
GRAVATAI,430920,Cádmio,RS,30,10,18,1,1,0,1,0.05,0,0,1,2,3,5,30,1
GRUPIARA,312790,Cádmio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
GUAIBA,430930,Cádmio,RS,43,7,31,4,1,0,1,0.027777777777777776,0,0,0,2,1,0,4,0
GUAIRA,410880,Cádmio,PR,92,0,50,42,0,0,0,0,0,0,0,1,0,0,0,0
GUAIRACA,410890,Cádmio,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0
GUAJERU,291165,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
GUAMIRANGA,410895,Cádmio,PR,41,1,24,16,0,0,0,0,0,0,0,0,0,0,0,0
GUAPIARA,351760,Cádmio,SP,155,48,0,100,5,2,7,0.06542056074766354,0.018691588785046728,0,0,0,0,0,0,0
GUAPIRAMA,410900,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
GUAPO,520920,Cádmio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
GUAPORE,430940,Cádmio,RS,35,0,32,2,1,0,1,0.02857142857142857,0,0,0,0,1,0,7,0
GUAPOREMA,410910,Cádmio,PR,20,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0
GUARACI,410920,Cádmio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
GUARACIABA,312820,Cádmio,MG,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARACIABA,420640,Cádmio,SC,55,3,14,38,0,0,0,0,0,0,0,0,0,0,0,0
GUARAI,170930,Cádmio,TO,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
GUARAITA,520929,Cádmio,GO,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARAMIRANGA,230510,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
GUARANESIA,312830,Cádmio,MG,36,28,0,8,0,0,0,0,0,0,0,0,0,0,1,0
GUARANI D'OESTE,351800,Cádmio,SP,21,7,1,13,0,0,0,0,0,0,0,0,0,0,0,0
GUARANI DAS MISSOES,430950,Cádmio,RS,49,0,47,2,0,0,0,0,0,0,0,0,0,0,0,0
GUARANI DE GOIAS,520940,Cádmio,GO,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
GUARANIACU,410930,Cádmio,PR,63,0,32,29,1,1,2,0.031746031746031744,0.015873015873015872,0,0,0,0,0,0,0
GUARAPARI,320240,Cádmio,ES,12,0,4,6,2,0,2,0.16666666666666666,0,0,0,0,0,0,1,0
GUARAPUAVA,410940,Cádmio,PR,134,0,86,48,0,0,0,0,0,0,0,1,1,0,6,0
GUARAQUECABA,410950,Cádmio,PR,25,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0
GUARAREMA,351830,Cádmio,SP,56,33,7,16,0,0,0,0,0,0,0,0,0,0,0,0
GUARATINGA,291180,Cádmio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
GUARATUBA,410960,Cádmio,PR,38,0,26,0,11,1,12,0.3157894736842105,0.02631578947368421,0,0,0,0,0,2,0
GUARDA-MOR,312860,Cádmio,MG,8,0,0,0,8,0,8,1,0,0,0,0,0,0,0,0
GUARIBA,351860,Cádmio,SP,16,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARUJA,351870,Cádmio,SP,29,3,14,12,0,0,0,0,0,0,0,0,0,0,2,0
GUARUJA DO SUL,420660,Cádmio,SC,47,2,10,35,0,0,0,0,0,0,0,0,0,0,1,0
GUARULHOS,351880,Cádmio,SP,38,0,26,10,2,0,2,0.05263157894736842,0,0,6,7,30,1,100,22
GUATAMBU,420665,Cádmio,SC,48,2,13,33,0,0,0,0,0,0,0,0,0,0,0,1
GUAXUPE,312870,Cádmio,MG,11,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0
GUIA LOPES DA LAGUNA,500410,Cádmio,MS,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
GUIDOVAL,312880,Cádmio,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
GUIRICEMA,312900,Cádmio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
GURINHATA,312910,Cádmio,MG,15,7,0,0,8,0,8,1,0,0,0,0,0,0,0,0
GURUPI,170950,Cádmio,TO,8,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0
GUZOLANDIA,351890,Cádmio,SP,16,2,1,12,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0
HEITORAI,520960,Cádmio,GO,6,1,1,1,3,0,3,0.6,0,0,0,0,0,0,0,0
HELIODORA,312920,Cádmio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
HERVAL,430710,Cádmio,RS,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
HIDROLANDIA,520970,Cádmio,GO,125,15,50,45,15,0,15,0.13636363636363635,0,0,0,0,0,0,0,0
HONORIO SERPA,410965,Cádmio,PR,29,0,20,1,8,0,8,0.27586206896551724,0,0,0,0,0,0,0,0
HORIZONTINA,430960,Cádmio,RS,27,3,21,1,2,0,2,0.08333333333333333,0,0,0,0,0,1,1,0
HORTOLANDIA,351907,Cádmio,SP,12,0,4,6,2,0,2,0.16666666666666666,0,0,0,0,2,1,7,0
HUMAITA,430970,Cádmio,RS,46,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0
IACRI,351920,Cádmio,SP,22,5,4,12,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0
IACU,291190,Cádmio,BA,26,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0
IARAS,351925,Cádmio,SP,10,2,0,6,2,0,2,0.25,0,0,0,0,0,0,0,0
IBAITI,410970,Cádmio,PR,104,0,56,48,0,0,0,0,0,0,0,0,0,0,0,0
IBATIBA,320245,Cádmio,ES,17,5,0,10,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0
IBEMA,410975,Cádmio,PR,20,2,10,8,0,0,0,0,0,0,0,0,0,0,0,0
IBIACA,430980,Cádmio,RS,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIAI,312960,Cádmio,MG,23,17,0,0,5,1,6,1,0.16666666666666666,0,0,0,0,0,0,0
IBIAM,420675,Cádmio,SC,16,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0
IBIASSUCE,291200,Cádmio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
IBICARE,420680,Cádmio,SC,23,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0
IBICOARA,291220,Cádmio,BA,10,4,0,6,0,0,0,0,0,0,0,0,1,0,0,0
IBICUI,291230,Cádmio,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0
IBIPEBA,291240,Cádmio,BA,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
IBIRA,351940,Cádmio,SP,47,11,4,29,3,0,3,0.08333333333333333,0,0,0,0,0,0,0,0
IBIRACATU,312965,Cádmio,MG,12,4,0,2,6,0,6,0.75,0,0,0,0,0,0,0,0
IBIRACI,312970,Cádmio,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAIARAS,430990,Cádmio,RS,49,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAMA,420690,Cádmio,SC,19,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAPITANGA,291270,Cádmio,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAPUA,291280,Cádmio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
IBIRATAIA,291290,Cádmio,BA,15,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0
IBIRITE,312980,Cádmio,MG,23,8,0,0,15,0,15,1,0,0,0,0,1,0,5,0
IBIRUBA,431000,Cádmio,RS,45,1,44,0,0,0,0,0,0,0,0,0,0,0,1,0
IBITIARA,291300,Cádmio,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0
IBITITA,291310,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
IBITIURA DE MINAS,312990,Cádmio,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0
IBIUNA,351970,Cádmio,SP,18,1,6,7,4,0,4,0.23529411764705882,0,0,0,0,0,0,0,0
IBOTIRAMA,291320,Cádmio,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
ICARAI DE MINAS,313005,Cádmio,MG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ICARAIMA,410990,Cádmio,PR,57,1,30,26,0,0,0,0,0,0,0,0,0,0,0,0
ICEM,351980,Cádmio,SP,20,1,8,10,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0
IGARAPAVA,352010,Cádmio,SP,63,0,18,39,6,0,6,0.09523809523809523,0,0,0,0,1,0,1,0
IGARATA,352020,Cádmio,SP,23,12,3,8,0,0,0,0,0,0,0,0,0,0,0,0
IGRAPIUNA,291345,Cádmio,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0
IGREJINHA,431010,Cádmio,RS,113,8,105,0,0,0,0,0,0,0,0,0,1,0,0,0
IGUAI,291350,Cádmio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
IGUAPE,352030,Cádmio,SP,27,6,7,11,3,0,3,0.14285714285714285,0,0,0,0,0,0,0,0
IGUATEMI,500430,Cádmio,MS,15,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
IGUATU,411005,Cádmio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
IJUI,431020,Cádmio,RS,20,3,15,1,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0
ILHA COMPRIDA,352042,Cádmio,SP,30,0,5,24,1,0,1,0.03333333333333333,0,0,0,0,0,0,0,0
ILHA DAS FLORES,280270,Cádmio,SE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILHA DE ITAMARACA,260760,Cádmio,PE,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
ILHABELA,352040,Cádmio,SP,40,5,9,22,4,0,4,0.11428571428571428,0,0,0,0,0,0,2,0
ILHEUS,291360,Cádmio,BA,66,30,0,36,0,0,0,0,0,0,0,0,0,0,0,0
ILICINEA,313050,Cádmio,MG,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0
ILOPOLIS,431030,Cádmio,RS,25,1,24,0,0,0,0,0,0,0,0,0,0,0,1,0
IMBAU,411007,Cádmio,PR,43,0,26,17,0,0,0,0,0,0,0,1,0,0,0,0
IMBE,431033,Cádmio,RS,31,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0
IMBE DE MINAS,313055,Cádmio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0
IMBITUVA,411010,Cádmio,PR,74,10,40,10,14,0,14,0.21875,0,0,0,0,0,0,0,0
IMBUIA,420740,Cádmio,SC,30,0,2,24,4,0,4,0.13333333333333333,0,0,0,0,0,0,0,0
INACIO MARTINS,411020,Cádmio,PR,34,0,20,14,0,0,0,0,0,0,0,0,0,0,0,0
INACIOLANDIA,520993,Cádmio,GO,14,2,6,4,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0
INAJA,411030,Cádmio,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0
INCONFIDENTES,313060,Cádmio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
INDAIABIRA,313065,Cádmio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,2,0,0,0
INDAIAL,420750,Cádmio,SC,18,0,2,16,0,0,0,0,0,0,0,1,3,0,6,0
INDEPENDENCIA,230560,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
INDEPENDENCIA,431040,Cádmio,RS,60,0,58,1,0,1,1,0.016666666666666666,0.016666666666666666,0,0,0,0,0,0,0
INDIANOPOLIS,313070,Cádmio,MG,12,1,0,6,5,0,5,0.45454545454545453,0,0,0,0,0,0,0,0
INDIANOPOLIS,411040,Cádmio,PR,20,0,10,1,9,0,9,0.45,0,0,0,0,0,0,1,0
INDIAPORA,352070,Cádmio,SP,42,11,3,28,0,0,0,0,0,0,0,0,0,0,0,0
INDIARA,520995,Cádmio,GO,21,5,10,4,2,0,2,0.125,0,0,0,0,0,0,1,0
INHACORA,431041,Cádmio,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
INHAMBUPE,291370,Cádmio,BA,18,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0
INHUMAS,521000,Cádmio,GO,4,0,1,1,2,0,2,0.5,0,0,0,0,0,0,12,0
INIMUTABA,313110,Cádmio,MG,10,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0
INOCENCIA,500440,Cádmio,MS,11,1,5,4,1,0,1,0.1,0,0,0,0,0,0,0,0
INUBIA PAULISTA,352080,Cádmio,SP,22,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0
IOMERE,420757,Cádmio,SC,18,1,4,12,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0
IPABA,313115,Cádmio,MG,5,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
IPAMERI,521010,Cádmio,GO,33,5,13,9,6,0,6,0.21428571428571427,0,0,0,0,0,0,0,0
IPATINGA,313130,Cádmio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,8,0
IPE,431043,Cádmio,RS,61,0,58,3,0,0,0,0,0,0,0,0,0,0,0,0
IPERO,352100,Cádmio,SP,63,2,28,33,0,0,0,0,0,0,0,0,2,0,5,0
IPIAU,291390,Cádmio,BA,13,1,0,12,0,0,0,0,0,0,0,1,0,0,0,0
IPIRA,291400,Cádmio,BA,26,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0
IPIRA,420760,Cádmio,SC,33,5,2,26,0,0,0,0,0,0,0,0,0,0,1,0
IPIRANGA,411050,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
IPIRANGA DE GOIAS,521015,Cádmio,GO,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
IPORA,411060,Cádmio,PR,63,0,34,29,0,0,0,0,0,0,0,0,0,0,0,0
IPORA,521020,Cádmio,GO,30,5,8,11,6,0,6,0.24,0,0,0,0,0,0,2,0
IPORA DO OESTE,420765,Cádmio,SC,48,6,7,35,0,0,0,0,0,0,0,0,0,0,0,0
